token:16781129 lambda:0.999860
token:50352857 lambda:0.018466
token:16819664 lambda:0.000001
token:16801291 lambda:0.000012
token:16810282 lambda:0.000262
token:16799747 lambda:0.000639
token:16815888 lambda:0.000064
token:50335984 lambda:0.004587
token:16863222 lambda:0.000002
token:16846166 lambda:0.000240
token:16815100 lambda:0.999011
token:50339011 lambda:0.000276
token:16792062 lambda:0.999765
token:16823932 lambda:0.000144
token:16831107 lambda:0.000253
token:16808265 lambda:0.031310
token:16847616 lambda:0.000005
token:16780549 lambda:0.451966
token:16794430 lambda:0.005530
token:16811580 lambda:0.999275
token:16864948 lambda:0.001290
token:16808424 lambda:0.467133
token:16829357 lambda:0.000240
token:16857302 lambda:0.000240
token:16784091 lambda:0.001177
token:16787779 lambda:0.000184
token:16810329 lambda:0.008528
token:16827993 lambda:0.236931
token:50352875 lambda:0.002122
token:16805916 lambda:0.000698
token:50342009 lambda:0.064281
token:16849522 lambda:0.301368
token:16833056 lambda:0.005684
token:50357078 lambda:0.000105
token:16863638 lambda:0.000240
token:16808340 lambda:0.002397
token:16810803 lambda:0.001177
token:16866785 lambda:0.000011
token:16797444 lambda:0.000237
token:50336328 lambda:0.000005
token:50346191 lambda:0.000110
token:50348629 lambda:0.151944
token:50344011 lambda:0.000040
token:16819168 lambda:0.168313
token:16778926 lambda:0.000264
token:16818737 lambda:0.007809
token:16786165 lambda:0.000001
token:16840628 lambda:0.000529
token:16799488 lambda:0.000348
token:16813806 lambda:0.000943
token:16806847 lambda:0.001412
token:16795357 lambda:0.058429
token:16805957 lambda:0.002254
token:16783566 lambda:0.008441
token:50340776 lambda:0.999854
token:16807369 lambda:0.000001
token:16785867 lambda:0.035576
token:16801043 lambda:0.000733
token:50342358 lambda:0.837414
token:50337602 lambda:0.000021
token:16822081 lambda:0.000711
token:50342029 lambda:0.000111
token:50339766 lambda:0.663716
token:16822625 lambda:0.000108
token:50342083 lambda:0.000391
token:16812007 lambda:0.000950
token:16869770 lambda:0.000005
token:16783286 lambda:0.001713
token:16784941 lambda:0.185975
token:16866819 lambda:0.000245
token:16799443 lambda:0.000023
token:16863047 lambda:0.000803
token:16813575 lambda:0.000101
token:50344750 lambda:0.000120
token:16786977 lambda:0.001024
token:16861341 lambda:0.000240
token:50336439 lambda:0.000527
token:50337107 lambda:0.000240
token:16793437 lambda:0.000208
token:50345029 lambda:0.000076
token:50345740 lambda:0.000001
token:16816371 lambda:0.000347
token:16789808 lambda:0.155405
token:16809038 lambda:0.001917
token:50332802 lambda:0.000233
token:16786923 lambda:0.000301
token:16829073 lambda:0.000698
token:16783470 lambda:0.000530
token:50334060 lambda:0.015516
token:16859533 lambda:0.000222
token:16822351 lambda:0.000001
token:50347625 lambda:0.000594
token:16781570 lambda:0.006462
token:16800931 lambda:0.001880
token:16851494 lambda:0.000240
token:16862364 lambda:0.000099
token:50348861 lambda:0.000274
token:16796780 lambda:0.003440
token:16781006 lambda:0.994896
token:16781059 lambda:0.151784
token:16802418 lambda:0.001450
token:50338285 lambda:0.000242
token:50340574 lambda:0.008405
token:50354859 lambda:0.000019
token:50342775 lambda:0.005252
token:16828705 lambda:0.000198
token:16860823 lambda:0.000016
token:50348847 lambda:0.000183
token:16816993 lambda:0.000404
token:16855746 lambda:0.001334
token:16801824 lambda:0.000071
token:16823707 lambda:0.000230
token:16789587 lambda:0.000096
token:16784475 lambda:0.891471
token:16817260 lambda:0.000083
token:50337176 lambda:0.000228
token:16859461 lambda:0.000240
token:16778154 lambda:0.031516
token:16804929 lambda:0.000181
token:50336105 lambda:0.001758
token:16797534 lambda:0.000780
token:16789871 lambda:0.009985
token:16809124 lambda:0.000256
token:16855569 lambda:0.000138
token:16781904 lambda:0.143054
token:16838354 lambda:0.000240
token:16804681 lambda:0.000005
token:50341860 lambda:0.000444
token:16809012 lambda:0.311709
token:16791356 lambda:0.000786
token:16846095 lambda:0.000428
token:50336805 lambda:0.000304
token:16803839 lambda:0.006075
token:16811088 lambda:0.000011
token:50346415 lambda:0.000202
token:16802274 lambda:0.796864
token:16803924 lambda:0.000098
token:50343405 lambda:0.008279
token:16790188 lambda:0.003326
token:50338250 lambda:0.000112
token:50352905 lambda:0.000535
token:16816995 lambda:0.222622
token:16867895 lambda:0.000240
token:16839899 lambda:0.000235
token:16848727 lambda:0.000835
token:50336404 lambda:0.000054
token:50341324 lambda:0.000049
token:16844579 lambda:0.000240
token:16810885 lambda:0.004325
token:16783904 lambda:0.018720
token:50335245 lambda:0.001327
token:16808470 lambda:0.000459
token:16780957 lambda:0.554396
token:50337209 lambda:0.013904
token:16802208 lambda:0.000110
token:16835762 lambda:0.000377
token:16818538 lambda:0.002310
token:16788899 lambda:0.000848
token:16782139 lambda:0.003801
token:50344348 lambda:0.000093
token:16829682 lambda:0.000408
token:33558953 lambda:0.001079
token:16829833 lambda:0.000240
token:16813676 lambda:0.000240
token:16780394 lambda:0.002022
token:50337019 lambda:0.001051
token:16784615 lambda:0.003097
token:16793607 lambda:0.000270
token:16796518 lambda:0.000582
token:16831109 lambda:0.522629
token:16812321 lambda:0.000410
token:16792364 lambda:0.000256
token:16813205 lambda:0.026372
token:16790221 lambda:0.000340
token:16806458 lambda:0.000094
token:16788220 lambda:0.000449
token:16778678 lambda:0.000656
token:50358585 lambda:0.000001
token:16781977 lambda:0.318057
token:16807882 lambda:0.000760
token:16818238 lambda:0.000326
token:16808431 lambda:0.000216
token:16867598 lambda:0.001016
token:16824003 lambda:0.000240
token:50336542 lambda:0.000308
token:16809265 lambda:0.000672
token:16816329 lambda:0.000293
token:16819928 lambda:0.000557
token:50337753 lambda:0.004491
token:16792237 lambda:0.000468
token:16813230 lambda:0.001139
token:16810235 lambda:0.000368
token:16799239 lambda:0.088137
token:16787561 lambda:0.000133
token:50333285 lambda:0.992248
token:16780461 lambda:0.005851
token:16810355 lambda:0.002317
token:16827834 lambda:0.000247
token:16796715 lambda:0.000056
token:16869442 lambda:0.000001
token:50348183 lambda:0.000819
token:16779014 lambda:0.999949
token:16813690 lambda:0.000195
token:16835955 lambda:0.000240
token:50336969 lambda:0.000852
token:16785224 lambda:0.082983
token:50338251 lambda:0.007563
token:50335469 lambda:0.000818
token:16814557 lambda:0.998454
token:50336806 lambda:0.000047
token:16784538 lambda:0.000600
token:33565395 lambda:0.000037
token:16795293 lambda:0.000257
token:16779836 lambda:0.000206
token:16804794 lambda:0.000153
token:16784704 lambda:0.007139
token:16828464 lambda:0.001564
token:16809785 lambda:0.000538
token:16787133 lambda:0.000950
token:16788323 lambda:0.000001
token:16817911 lambda:0.001768
token:16794762 lambda:0.000812
token:16782293 lambda:0.000313
token:16849636 lambda:0.000335
token:16806017 lambda:0.000112
token:50338119 lambda:0.008063
token:16810588 lambda:0.004201
token:50353250 lambda:0.000050
token:16805589 lambda:0.000111
token:16825480 lambda:0.897957
token:33563433 lambda:0.000184
token:50349244 lambda:0.175340
token:16803631 lambda:0.000248
token:16857893 lambda:0.000037
token:16792862 lambda:0.000523
token:16781355 lambda:0.006849
token:16790484 lambda:0.000102
token:50337596 lambda:0.000097
token:16783242 lambda:0.399764
token:50343909 lambda:0.000967
token:16817954 lambda:0.002730
token:16785290 lambda:0.100628
token:50339995 lambda:0.000700
token:16805724 lambda:0.000224
token:16777985 lambda:0.000363
token:16816811 lambda:0.000854
token:16814380 lambda:0.000086
token:16807769 lambda:0.000298
token:16861099 lambda:0.000428
token:50338765 lambda:0.000001
token:50336018 lambda:0.000049
token:16797199 lambda:0.877666
token:16785418 lambda:0.000042
token:16818448 lambda:0.000340
token:50353834 lambda:0.000330
token:16797994 lambda:0.000306
token:16792193 lambda:0.000171
token:16821436 lambda:0.138292
token:16779813 lambda:0.995387
token:16814114 lambda:0.000309
token:50359121 lambda:0.000010
token:16813092 lambda:0.000260
token:50359428 lambda:0.000170
token:16825876 lambda:0.000143
token:16825113 lambda:0.000287
token:16785769 lambda:0.465130
token:16831008 lambda:0.998193
token:16799020 lambda:0.669439
token:16782439 lambda:0.700858
token:16867246 lambda:0.000192
token:50336627 lambda:0.000009
token:16794735 lambda:0.000074
token:16779355 lambda:0.640758
token:16791856 lambda:0.000332
token:16826368 lambda:0.000157
token:16830239 lambda:0.000421
token:16865027 lambda:0.002472
token:16806947 lambda:0.636282
token:50351111 lambda:0.000014
token:16812100 lambda:0.000033
token:16788850 lambda:0.000375
token:16811842 lambda:0.005621
token:50357221 lambda:0.000054
token:50343442 lambda:0.000023
token:50333765 lambda:0.000240
token:16816530 lambda:0.000259
token:16869391 lambda:0.000015
token:50350200 lambda:0.000590
token:16814644 lambda:0.001306
token:16810970 lambda:0.002121
token:16780319 lambda:0.001262
token:16783595 lambda:0.995469
token:16777783 lambda:0.427165
token:50356317 lambda:0.001296
token:16814152 lambda:0.000362
token:16791163 lambda:0.000129
token:16809112 lambda:0.000609
token:16804675 lambda:0.000022
token:16805787 lambda:0.002620
token:16790400 lambda:0.000026
token:16830080 lambda:0.002454
token:16799932 lambda:0.000845
token:16814161 lambda:0.000171
token:16811646 lambda:0.016638
token:16817898 lambda:0.000266
token:16809060 lambda:0.000327
token:16846123 lambda:0.000008
token:16795845 lambda:0.991697
token:16804543 lambda:0.000262
token:16786817 lambda:0.996138
token:16790137 lambda:0.002025
token:16816813 lambda:0.000080
token:16841456 lambda:0.000166
token:16830543 lambda:0.001118
token:50333088 lambda:0.001744
token:16833092 lambda:0.071534
token:16804017 lambda:0.821906
token:16788718 lambda:0.000732
token:16802637 lambda:0.128227
token:16845480 lambda:0.000240
token:16802589 lambda:0.001081
token:16802152 lambda:0.000330
token:16826909 lambda:0.000931
token:50337425 lambda:0.003110
token:16791763 lambda:0.000083
token:16859671 lambda:0.000135
token:16827935 lambda:0.000117
token:16792377 lambda:0.999019
token:16804407 lambda:0.000254
token:50353691 lambda:0.000163
token:16810903 lambda:0.000273
token:16828717 lambda:0.000576
token:16794255 lambda:0.000214
token:16816783 lambda:0.000479
token:16842316 lambda:0.000050
token:16803847 lambda:0.002510
token:16791815 lambda:0.000219
token:16823744 lambda:0.000149
token:16804813 lambda:0.321162
token:16788514 lambda:0.000112
token:16799544 lambda:0.002919
token:16791819 lambda:0.998859
token:16813671 lambda:0.000177
token:16780406 lambda:0.016843
token:16814955 lambda:0.020451
token:16823807 lambda:0.000011
token:16865730 lambda:0.000075
token:16795960 lambda:0.002420
token:50344888 lambda:0.998323
token:16805359 lambda:0.002544
token:16820876 lambda:0.000006
token:16817973 lambda:0.999044
token:16856410 lambda:0.161648
token:16814358 lambda:0.005835
token:16813501 lambda:0.138765
token:16801780 lambda:0.001180
token:16844430 lambda:0.000418
token:50358971 lambda:0.000001
token:16821427 lambda:0.300529
token:16818325 lambda:0.000526
token:16777257 lambda:0.001177
token:16834530 lambda:0.000046
token:16829435 lambda:0.003621
token:50353350 lambda:0.178594
token:16779343 lambda:0.002981
token:50346699 lambda:0.000899
token:50338709 lambda:0.000634
token:16827037 lambda:0.000711
token:16798012 lambda:0.000240
token:16821015 lambda:0.000350
token:16810904 lambda:0.000076
token:16804200 lambda:0.000828
token:50352615 lambda:0.000089
token:16823799 lambda:0.000113
token:50347446 lambda:0.000168
token:16796103 lambda:0.001189
token:16793511 lambda:0.000495
token:16811302 lambda:0.000533
token:16781267 lambda:0.210562
token:16826388 lambda:0.000248
token:16824490 lambda:0.000606
token:50350810 lambda:0.196369
token:16780308 lambda:0.001949
token:16788481 lambda:0.999340
token:16795611 lambda:0.275095
token:50339435 lambda:0.000397
token:16866795 lambda:0.000310
token:16800664 lambda:0.000482
token:16791362 lambda:0.007367
token:16818170 lambda:0.002350
token:16835101 lambda:0.003023
token:16825506 lambda:0.142295
token:16824636 lambda:0.001144
token:50335899 lambda:0.001466
token:16797861 lambda:0.000080
token:50341900 lambda:0.000469
token:16816936 lambda:0.002016
token:50334150 lambda:0.000001
token:16816242 lambda:0.000213
token:16816997 lambda:0.000092
token:16811877 lambda:0.361118
token:16797334 lambda:0.000273
token:16808095 lambda:0.001369
token:16780481 lambda:0.000935
token:16783851 lambda:0.161537
token:50358403 lambda:0.000243
token:16777219 lambda:0.068022
token:16787352 lambda:0.000421
token:16798993 lambda:0.001039
token:16836063 lambda:0.000053
token:33569898 lambda:0.000389
token:33556773 lambda:0.000112
token:16788967 lambda:0.001415
token:50335204 lambda:0.000023
token:16795752 lambda:0.018907
token:16838143 lambda:0.000240
token:50353538 lambda:0.000318
token:16804266 lambda:0.003303
token:16842943 lambda:0.000240
token:16819377 lambda:0.000066
token:16794374 lambda:0.000481
token:16795970 lambda:0.000110
token:16798858 lambda:0.000222
token:16866852 lambda:0.000087
token:50353504 lambda:0.000199
token:16810435 lambda:0.997187
token:16790903 lambda:0.000642
token:16792822 lambda:0.000081
token:16800646 lambda:0.000217
token:16869360 lambda:0.000276
token:16777506 lambda:0.004907
token:50337473 lambda:0.012341
token:16809127 lambda:0.000190
token:16861019 lambda:0.963380
token:50355993 lambda:0.000459
token:16790236 lambda:0.000240
token:16795774 lambda:0.000265
token:16779749 lambda:0.058697
token:16798779 lambda:0.001211
token:16848854 lambda:0.000051
token:50344634 lambda:0.000490
token:16794987 lambda:0.000190
token:16823841 lambda:0.001596
token:16822368 lambda:0.000190
token:16826729 lambda:0.019257
token:50335076 lambda:0.000077
token:50347467 lambda:0.001660
token:16828686 lambda:0.000289
token:16778472 lambda:0.991627
token:50351907 lambda:0.000117
token:16867295 lambda:0.983681
token:16814966 lambda:0.000143
token:50353744 lambda:0.081527
token:16816225 lambda:0.000387
token:50343008 lambda:0.000868
token:16827880 lambda:0.000300
token:16795806 lambda:0.000043
token:50339181 lambda:0.487716
token:16794949 lambda:0.000442
token:50341772 lambda:0.000519
token:16802869 lambda:0.000697
token:50337020 lambda:0.831561
token:50338192 lambda:0.000001
token:16805508 lambda:0.000668
token:16869184 lambda:0.000003
token:33563682 lambda:0.998526
token:16807697 lambda:0.010678
token:50343074 lambda:0.001656
token:50338854 lambda:0.000652
token:16801794 lambda:0.000358
token:16800413 lambda:0.000012
token:50354845 lambda:0.198777
token:50353129 lambda:0.000082
token:16814796 lambda:0.580434
token:16825405 lambda:0.000001
token:16816537 lambda:0.000233
token:16817615 lambda:0.997489
token:50353600 lambda:0.001533
token:16803321 lambda:0.019125
token:16786079 lambda:0.000418
token:50350897 lambda:0.000156
token:16804808 lambda:0.000499
token:33555656 lambda:0.004308
token:16800878 lambda:0.001461
token:50339817 lambda:0.000619
token:16788760 lambda:0.000087
token:50359370 lambda:0.000001
token:16801086 lambda:0.000299
token:16790458 lambda:0.000343
token:16805194 lambda:0.000214
token:16788769 lambda:0.000448
token:16818509 lambda:0.000309
token:16795604 lambda:0.000842
token:50343024 lambda:0.000506
token:16815121 lambda:0.012542
token:16796063 lambda:0.000042
token:16778900 lambda:0.220653
token:50352250 lambda:0.998909
token:16793331 lambda:0.000012
token:50337928 lambda:0.000240
token:16805376 lambda:0.001017
token:16803729 lambda:0.005449
token:16782001 lambda:0.242731
token:16804674 lambda:0.011555
token:16860430 lambda:0.000268
token:50351227 lambda:0.000063
token:16800047 lambda:0.000724
token:16813375 lambda:0.000553
token:16805975 lambda:0.238216
token:16787908 lambda:0.005496
token:33555744 lambda:0.002148
token:16801027 lambda:0.113689
token:16786694 lambda:0.027949
token:16795713 lambda:0.000069
token:16781762 lambda:0.000484
token:16807470 lambda:0.000199
token:50334609 lambda:0.002515
token:16819058 lambda:0.000130
token:16818670 lambda:0.001698
token:16827655 lambda:0.000453
token:16792337 lambda:0.000434
